"---","ItemId","ItemType","Rarity","DisplayName","Description","ShortDescription","Tags","MaxStackSize","Weight","BaseValue","bConsumable","bEquippable","bQuestItem","bCanDrop","bCanTrade","ScalarProperties","UI","WorldVisual","Nutrition","Inspection","bIsTool","ToolType","ToolQuality","MaxDurability"
"OilLamp01","OilLamp01","Tool","Common","NSLOCTEXT(""DT_Items"", ""OilLamp01_DisplayName"", ""Oil Lamp"")","NSLOCTEXT(""DT_Items"", ""OilLamp01_Description"", ""A clay vessel holding oil with a wick for producing light. Oil lamps provided controlled, portable illumination inside dwellings. The earliest lamps used animal fat; later versions burned plant oils. A simple lamp could burn for hours, extending productive time into darkness. This humble technology enabled work, worship, and socializing after sunset."")","NSLOCTEXT(""DT_Items"", ""OilLamp01_ShortDescription"", ""A simple clay oil lamp."")","{tags}","1","0.200000","15.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Pottery"",bIsKnowledge=False,XPAmount=10.0,MaxLevel=3)))","True","Lamp","0.300000","50"
"CopperOre01","CopperOre01","Material","Uncommon","NSLOCTEXT(""DT_Items"", ""CopperOre01_DisplayName"", ""Copper Ore"")","NSLOCTEXT(""DT_Items"", ""CopperOre01_Description"", ""Rock containing copper minerals, typically malachite or azurite. Recognizing ore required knowledge - the green and blue staining that indicates copper presence. Mining ore was harder than finding native copper but far more abundant. The discovery that heat could extract metal from rock launched true metallurgy."")","NSLOCTEXT(""DT_Items"", ""CopperOre01_ShortDescription"", ""Copper-bearing rock."")","{tags}","10","0.500000","20.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=12.0,MaxLevel=3),(Id=""OreIdentification"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"TinOre01","TinOre01","Material","Rare","NSLOCTEXT(""DT_Items"", ""TinOre01_DisplayName"", ""Tin Ore"")","NSLOCTEXT(""DT_Items"", ""TinOre01_Description"", ""Rock containing cassiterite, the primary tin mineral. Tin deposits are rare and unevenly distributed, making tin a strategic resource. Ancient peoples discovered that adding tin to copper produced bronze - harder and more durable than either metal alone. This discovery sparked the Bronze Age and drove long-distance trade."")","NSLOCTEXT(""DT_Items"", ""TinOre01_ShortDescription"", ""Tin-bearing rock."")","{tags}","10","0.600000","40.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=15.0,MaxLevel=3),(Id=""TinIdentification"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"Charcoal01","Charcoal01","Material","Common","NSLOCTEXT(""DT_Items"", ""Charcoal01_DisplayName"", ""Charcoal"")","NSLOCTEXT(""DT_Items"", ""Charcoal01_Description"", ""Wood converted to nearly pure carbon by burning in limited oxygen. Charcoal burns hotter than wood and with less smoke - essential for metalworking. The charcoal burner was a vital tradesperson, maintaining smoldering piles for days to produce this crucial fuel. Without charcoal, metal smelting would be impossible."")","NSLOCTEXT(""DT_Items"", ""Charcoal01_ShortDescription"", ""Carbonized wood fuel."")","{tags}","20","0.100000","3.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Firemaking"",bIsKnowledge=False,XPAmount=12.0,MaxLevel=3),(Id=""CharcoalBurning"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"Bellows01","Bellows01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""Bellows01_DisplayName"", ""Bellows"")","NSLOCTEXT(""DT_Items"", ""Bellows01_Description"", ""A device for forcing air into a fire to increase temperature. Bellows enabled the high temperatures needed for metal smelting - human lungs alone cannot sustain the airflow required. The simple bag bellows, squeezed by hand, was the first type. Later developments included foot-operated bellows that freed both hands for smithing."")","NSLOCTEXT(""DT_Items"", ""Bellows01_ShortDescription"", ""An air-pumping device."")","{tags}","1","1.500000","35.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=18.0,MaxLevel=3),(Id=""BellowsUse"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","Bellows","0.600000","80"
"SmeltingCrucible01","SmeltingCrucible01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""SmeltingCrucible01_DisplayName"", ""Crucible"")","NSLOCTEXT(""DT_Items"", ""SmeltingCrucible01_Description"", ""A heat-resistant vessel for melting metal. Crucibles enabled controlled metalworking - melting ore or scrap to pour into molds. Made from clay mixed with sand or ground pottery, crucibles could withstand repeated heating. Archaeological crucibles show slag residues that reveal the metals worked and techniques used."")","NSLOCTEXT(""DT_Items"", ""SmeltingCrucible01_ShortDescription"", ""A vessel for melting metal."")","{tags}","1","0.800000","40.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=20.0,MaxLevel=3),(Id=""Smelting"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","Crucible","0.500000","30"
"BronzeIngot01","BronzeIngot01","Material","Rare","NSLOCTEXT(""DT_Items"", ""BronzeIngot01_DisplayName"", ""Bronze Ingot"")","NSLOCTEXT(""DT_Items"", ""BronzeIngot01_Description"", ""A standardized block of bronze alloy - copper mixed with tin. Bronze revolutionized human technology - harder than pure copper, it held sharper edges and resisted deformation. The typical ratio was about 90% copper to 10% tin. Bronze ingots were traded across the ancient world as currency and raw material."")","NSLOCTEXT(""DT_Items"", ""BronzeIngot01_ShortDescription"", ""An ingot of bronze alloy."")","{tags}","5","0.500000","80.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=20.0,MaxLevel=3),(Id=""BronzeCasting"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","0"
"BronzeKnife01","BronzeKnife01","Tool","Rare","NSLOCTEXT(""DT_Items"", ""BronzeKnife01_DisplayName"", ""Bronze Knife"")","NSLOCTEXT(""DT_Items"", ""BronzeKnife01_Description"", ""A knife blade cast from bronze, the first truly durable metal cutting tool. Bronze knives could be sharpened repeatedly, surviving far longer than stone blades. The casting process allowed mass production - identical knives from the same mold. Such standardization was impossible with hand-knapped stone."")","NSLOCTEXT(""DT_Items"", ""BronzeKnife01_ShortDescription"", ""A cast bronze knife."")","{tags}","1","0.200000","60.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=18.0,MaxLevel=3)))","True","Knife","0.800000","150"
"BronzeAxe01","BronzeAxe01","Tool","Rare","NSLOCTEXT(""DT_Items"", ""BronzeAxe01_DisplayName"", ""Bronze Axe"")","NSLOCTEXT(""DT_Items"", ""BronzeAxe01_Description"", ""An axe head cast from bronze, far superior to stone for woodworking. Bronze axes transformed forestry and construction - felling trees in fraction of the time required with stone tools. The socketed axe head, cast with a hole for the handle, was a Bronze Age innovation that created a stronger tool."")","NSLOCTEXT(""DT_Items"", ""BronzeAxe01_ShortDescription"", ""A cast bronze axe head."")","{tags}","1","1.000000","100.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=22.0,MaxLevel=3),(Id=""BronzeAxe"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","Axe","0.850000","200"
"BronzeSword01","BronzeSword01","Weapon","Rare","NSLOCTEXT(""DT_Items"", ""BronzeSword01_DisplayName"", ""Bronze Sword"")","NSLOCTEXT(""DT_Items"", ""BronzeSword01_Description"", ""A sword blade cast from bronze - humanitys first true sword. Before bronze, swords were impossible - stone and copper lacked the strength for long blades. Bronze swords could be cast in one piece, ground sharp, and maintained through campaigns. They transformed warfare from the skirmish to the pitched battle."")","NSLOCTEXT(""DT_Items"", ""BronzeSword01_ShortDescription"", ""A cast bronze sword."")","{tags}","1","1.200000","150.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Melee"",bIsKnowledge=False,XPAmount=25.0,MaxLevel=3),(Id=""SwordFighting"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","250"
"BronzeSpearhead01","BronzeSpearhead01","Weapon","Uncommon","NSLOCTEXT(""DT_Items"", ""BronzeSpearhead01_DisplayName"", ""Bronze Spearhead"")","NSLOCTEXT(""DT_Items"", ""BronzeSpearhead01_Description"", ""A leaf-shaped spear point cast from bronze. Bronze spearheads brought metal warfare to the masses - simpler and cheaper to produce than swords, spears armed common infantry. The socketed design allowed quick replacement of broken shafts. Thousands of bronze spearheads have been recovered from ancient battlefields."")","NSLOCTEXT(""DT_Items"", ""BronzeSpearhead01_ShortDescription"", ""A cast bronze spear point."")","{tags}","5","0.300000","50.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=15.0,MaxLevel=3)))","False","None","1.000000","0"
"BronzeArrowhead01","BronzeArrowhead01","Weapon","Uncommon","NSLOCTEXT(""DT_Items"", ""BronzeArrowhead01_DisplayName"", ""Bronze Arrowhead"")","NSLOCTEXT(""DT_Items"", ""BronzeArrowhead01_Description"", ""An arrowhead cast from bronze, deadlier than stone points. Bronze arrowheads could be mass-produced in molds, standardizing ammunition. They penetrated armor better than stone and caused more severe wounds. The transition to bronze arrowheads marked the professionalization of warfare."")","NSLOCTEXT(""DT_Items"", ""BronzeArrowhead01_ShortDescription"", ""A cast bronze arrow point."")","{tags}","20","0.020000","10.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=10.0,MaxLevel=3)))","False","None","1.000000","0"
"BronzeHelmet01","BronzeHelmet01","Armor","Rare","NSLOCTEXT(""DT_Items"", ""BronzeHelmet01_DisplayName"", ""Bronze Helmet"")","NSLOCTEXT(""DT_Items"", ""BronzeHelmet01_Description"", ""Head protection formed from bronze sheet or cast in sections. Bronze helmets offered unprecedented protection for warriors. The metal could be shaped to deflect blows and fitted with crests and plumes for visibility and intimidation. Such helmets marked their wearers as elite fighters."")","NSLOCTEXT(""DT_Items"", ""BronzeHelmet01_ShortDescription"", ""A protective bronze helmet."")","{tags}","1","2.000000","200.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=28.0,MaxLevel=3),(Id=""BronzeArmor"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","300"
"BronzeShield01","BronzeShield01","Armor","Rare","NSLOCTEXT(""DT_Items"", ""BronzeShield01_DisplayName"", ""Bronze Shield"")","NSLOCTEXT(""DT_Items"", ""BronzeShield01_Description"", ""A defensive shield faced with bronze sheet. Bronze shields were lighter than solid wood while offering superior protection. The metal facing could be decorated with embossed designs - lions, eagles, or geometric patterns that identified the warrior. Such shields were prestige items, often buried with their owners."")","NSLOCTEXT(""DT_Items"", ""BronzeShield01_ShortDescription"", ""A bronze-faced shield."")","{tags}","1","4.000000","180.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Defense"",bIsKnowledge=False,XPAmount=22.0,MaxLevel=3)))","False","None","1.000000","350"
"PottersWheel01","PottersWheel01","Tool","Rare","NSLOCTEXT(""DT_Items"", ""PottersWheel01_DisplayName"", ""Potters Wheel"")","NSLOCTEXT(""DT_Items"", ""PottersWheel01_Description"", ""A rotating platform for shaping clay symmetrically. The potters wheel revolutionized ceramic production - enabling faster production and more consistent shapes. Wheel-thrown pottery has characteristic marks: concentric rings inside, smooth curves outside. This innovation, developed around 3500 BCE, remained the standard for millennia."")","NSLOCTEXT(""DT_Items"", ""PottersWheel01_ShortDescription"", ""A rotating pottery platform."")","{tags}","1","8.000000","60.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Pottery"",bIsKnowledge=False,XPAmount=25.0,MaxLevel=3),(Id=""WheelThrowing"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","PottersWheel","0.600000","0"
"WheelThrownPot01","WheelThrownPot01","Misc","Uncommon","NSLOCTEXT(""DT_Items"", ""WheelThrownPot01_DisplayName"", ""Wheel-Thrown Pot"")","NSLOCTEXT(""DT_Items"", ""WheelThrownPot01_Description"", ""A ceramic vessel shaped on a potters wheel. Wheel-thrown pottery is thinner, lighter, and more uniform than hand-built ware. The spinning motion creates naturally symmetrical forms. Such pottery could be produced faster than hand-building, enabling specialized potters who made wares for trade."")","NSLOCTEXT(""DT_Items"", ""WheelThrownPot01_ShortDescription"", ""A wheel-made ceramic vessel."")","{tags}","1","1.000000","35.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Pottery"",bIsKnowledge=False,XPAmount=18.0,MaxLevel=3)))","False","None","1.000000","70"
"Chariot01","Chariot01","Misc","Epic","NSLOCTEXT(""DT_Items"", ""Chariot01_DisplayName"", ""War Chariot"")","NSLOCTEXT(""DT_Items"", ""Chariot01_Description"", ""A light, two-wheeled vehicle drawn by horses, carrying a driver and warrior. The chariot transformed Bronze Age warfare - its speed and mobility dominated battlefields from Egypt to China. Building a chariot required specialized skills: wheelwrighting, woodworking, leatherworking, and metalworking combined. Chariots were weapons of the elite."")","NSLOCTEXT(""DT_Items"", ""Chariot01_ShortDescription"", ""A horse-drawn war vehicle."")","{tags}","1","75.000000","500.000000","False","False","False","True","False","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Woodworking"",bIsKnowledge=False,XPAmount=60.0,MaxLevel=3),(Id=""ChariotBuilding"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","500"
"SpokedWheel01","SpokedWheel01","Material","Rare","NSLOCTEXT(""DT_Items"", ""SpokedWheel01_DisplayName"", ""Spoked Wheel"")","NSLOCTEXT(""DT_Items"", ""SpokedWheel01_Description"", ""A wheel with a hub, spokes, and rim - lighter and stronger than solid wheels. The spoked wheel enabled fast chariots and carts. Creating proper spokes required understanding of wood grain and stress distribution. This engineering achievement spread rapidly across the ancient world, remaining the standard wheel design until modern times."")","NSLOCTEXT(""DT_Items"", ""SpokedWheel01_ShortDescription"", ""A lightweight spoked wheel."")","{tags}","2","5.000000","80.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Woodworking"",bIsKnowledge=False,XPAmount=30.0,MaxLevel=3),(Id=""Wheelwrighting"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","200"
"ScaleArmor01","ScaleArmor01","Armor","Rare","NSLOCTEXT(""DT_Items"", ""ScaleArmor01_DisplayName"", ""Bronze Scale Armor"")","NSLOCTEXT(""DT_Items"", ""ScaleArmor01_Description"", ""Body armor made from overlapping bronze scales sewn to a leather backing. Scale armor provided flexible protection - the overlapping plates deflected blows while allowing movement. Such armor required thousands of individual scales, making it expensive. Scale armor protected elite warriors from archers and light infantry."")","NSLOCTEXT(""DT_Items"", ""ScaleArmor01_ShortDescription"", ""Overlapping bronze scale protection."")","{tags}","1","10.000000","400.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=35.0,MaxLevel=3),(Id=""ScaleArmor"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","400"
