"---","RecipeId","DisplayName","Description","Ingredients","Outputs","CraftTime","RequiredStation","RequiredSkillId","RequiredSkillLevel","RequiredKnowledge","SkillXPReward","Icon","Category","RequiredTools","bRequiresDiscovery","DiscoveryKnowledgeId","DiscoveryKnowledgeLevel","DiscoverySkillLevel","bIsBuilding","PlacementData","BuildParts","TotalBuildTime","BuildRange","ProvidedStationType","ContainerSlotCount","bRequiresFuel","MaxFuel","FuelConsumptionRate","AcceptedFuelItems","bIsHarvestRecipe","RequiredTargetTag","bDestroysTarget"
"CraftAtlatlDart","CraftAtlatlDart","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CraftAtlatlDart_DisplayName"", ""Craft Atlatl Darts"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CraftAtlatlDart_Description"", ""Make lightweight darts designed for atlatl throwing - longer and more flexible than hand-thrown spears."")","((ItemDefinitionId=""StraightBranch01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""FlintFlake01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Feathers01"",Quantity=6,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""AtlatlDart01"",Quantity=3,Chance=1.000000))","40.000000","None","Woodworking","5","","30.000000","None","Ammo","","True","AtlatlMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeFishSpear","MakeFishSpear","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeFishSpear_DisplayName"", ""Make Fish Spear"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeFishSpear_Description"", ""Create a multi-pronged spear for fishing in shallows. The spread of points compensates for light refraction in water."")","((ItemDefinitionId=""StraightBranch01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""FlintFlake01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""FishSpear01"",Quantity=1,Chance=1.000000))","35.000000","None","Fishing","3","","25.000000","None","Tools","","True","FishSpearing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"WeaveFishTrap","WeaveFishTrap","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""WeaveFishTrap_DisplayName"", ""Weave Fish Trap"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""WeaveFishTrap_Description"", ""Weave a conical basket trap that allows fish to enter but not escape."")","((ItemDefinitionId=""Reeds01"",Quantity=10,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=3,bRequiresKnowledge=False))","((ItemDefinitionId=""FishTrap01"",Quantity=1,Chance=1.000000))","90.000000","None","Fishing","5","","40.000000","None","Tools","","True","TrapFishing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"KnapMicroliths","KnapMicroliths","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""KnapMicroliths_DisplayName"", ""Knap Microliths"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""KnapMicroliths_Description"", ""Create tiny, geometric stone bladelets for composite tools. These small pieces maximize cutting edge per unit of precious stone."")","((ItemDefinitionId=""Flint01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""Microlith01"",Quantity=6,Chance=1.000000))","30.000000","None","Stoneworking","8","","45.000000","None","Materials","","True","MicrolithMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"SewLeatherTunic","SewLeatherTunic","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewLeatherTunic_DisplayName"", ""Sew Leather Tunic"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewLeatherTunic_Description"", ""Cut and stitch leather pieces into a garment covering the torso. Sewn clothing enabled human expansion into cold climates."")","((ItemDefinitionId=""TannedLeather01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""LeatherTunic01"",Quantity=1,Chance=1.000000))","120.000000","None","Leatherworking","8","","60.000000","None","Equipment","","True","LeatherClothing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"SewLeatherTrousers","SewLeatherTrousers","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewLeatherTrousers_DisplayName"", ""Sew Leather Trousers"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewLeatherTrousers_Description"", ""Stitch leather leg coverings for travel through brush and cold weather."")","((ItemDefinitionId=""TannedLeather01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""LeatherTrousers01"",Quantity=1,Chance=1.000000))","100.000000","None","Leatherworking","7","","50.000000","None","Equipment","","True","LeatherClothing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"SewLeatherBoots","SewLeatherBoots","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewLeatherBoots_DisplayName"", ""Sew Leather Boots"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewLeatherBoots_Description"", ""Create foot coverings from thick leather with sewn soles."")","((ItemDefinitionId=""TannedLeather01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""LeatherBoots01"",Quantity=1,Chance=1.000000))","80.000000","None","Leatherworking","6","","40.000000","None","Equipment","","True","LeatherClothing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeBoneNeedle","MakeBoneNeedle","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeBoneNeedle_DisplayName"", ""Make Bone Needle"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeBoneNeedle_Description"", ""Grind and polish a bone splinter into a fine needle with a drilled eye. This tiny tool enabled the revolution of sewn clothing."")","((ItemDefinitionId=""Bone01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BoneNeedle01"",Quantity=1,Chance=1.000000))","45.000000","None","Leatherworking","4","","30.000000","None","Tools","","True","BoneTools","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"CarveDugoutCanoe","CarveDugoutCanoe","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CarveDugoutCanoe_DisplayName"", ""Carve Dugout Canoe"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CarveDugoutCanoe_Description"", ""Hollow a large log using fire and stone adzes. This labor-intensive process creates humanitys first true watercraft."")","((ItemDefinitionId=""LargeLog01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""DugoutCanoe01"",Quantity=1,Chance=1.000000))","600.000000","None","Woodworking","15","","100.000000","None","Equipment","","True","CanoeMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakePolishedAxe","MakePolishedAxe","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakePolishedAxe_DisplayName"", ""Make Polished Stone Axe"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakePolishedAxe_Description"", ""Grind and polish a greenstone blank against sandstone until smooth. Polished axes cut faster and last longer than flaked tools."")","((ItemDefinitionId=""Greenstone01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Sandstone01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""PolishedAxe01"",Quantity=1,Chance=1.000000))","180.000000","None","Stoneworking","10","","80.000000","None","Tools","","True","GroundStone","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeCompositeBow","MakeCompositeBow","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeCompositeBow_DisplayName"", ""Make Composite Bow"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeCompositeBow_Description"", ""Layer horn, wood, and sinew to create a bow more powerful than its size suggests. A masterwork of materials science."")","((ItemDefinitionId=""BowStave01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Horn01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Sinew01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""HideGlue01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""CompositeBow01"",Quantity=1,Chance=1.000000))","300.000000","None","Woodworking","18","","120.000000","None","Weapons","","True","CompositeBow","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"BuildDeadfall","BuildDeadfall","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildDeadfall_DisplayName"", ""Build Deadfall Trap"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildDeadfall_Description"", ""Construct a triggered trap that drops a heavy weight on prey. Passive hunting that works while you sleep."")","((ItemDefinitionId=""LargeLog01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Branch01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""DeadfallTrap01"",Quantity=1,Chance=1.000000))","45.000000","None","Hunting","6","","35.000000","None","Tools","","True","DeadfallMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeSnare","MakeSnare","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSnare_DisplayName"", ""Make Snare"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSnare_Description"", ""Create a noose trap that tightens when triggered. Snares catch small game with minimal effort."")","((ItemDefinitionId=""Cordage01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Branch01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""Snare01"",Quantity=3,Chance=1.000000))","20.000000","None","Hunting","4","","20.000000","None","Tools","","True","SnareSettin","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"WeaveBasket","WeaveBasket","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""WeaveBasket_DisplayName"", ""Weave Basket"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""WeaveBasket_Description"", ""Interlace flexible plant materials into a lightweight container for gathering and storage."")","((ItemDefinitionId=""Reeds01"",Quantity=8,bRequiresKnowledge=False))","((ItemDefinitionId=""WovenBasket01"",Quantity=1,Chance=1.000000))","60.000000","None","Weaving","5","","30.000000","None","Equipment","","True","BasketWeaving","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeWaterSkin","MakeWaterSkin","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeWaterSkin_DisplayName"", ""Make Water Skin"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeWaterSkin_Description"", ""Clean an animal bladder or stomach for use as a water container."")","((ItemDefinitionId=""AnimalBladder01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""WaterSkin01"",Quantity=1,Chance=1.000000))","30.000000","None","Leatherworking","3","","20.000000","None","Equipment","","True","HideProcessing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeBarkContainer","MakeBarkContainer","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeBarkContainer_DisplayName"", ""Make Bark Container"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeBarkContainer_Description"", ""Fold and stitch birch bark into a waterproof vessel."")","((ItemDefinitionId=""BirchBark01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BarkContainer01"",Quantity=1,Chance=1.000000))","25.000000","None","Woodworking","4","","15.000000","None","Equipment","","True","BarkWorking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeQuiver","MakeQuiver","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeQuiver_DisplayName"", ""Make Quiver"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeQuiver_Description"", ""Construct a leather container for carrying and protecting arrows."")","((ItemDefinitionId=""TannedLeather01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""Quiver01"",Quantity=1,Chance=1.000000))","50.000000","None","Leatherworking","6","","30.000000","None","Equipment","","True","HideProcessing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ShapeCrudePottery","ShapeCrudePottery","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ShapeCrudePottery_DisplayName"", ""Shape Crude Pottery"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ShapeCrudePottery_Description"", ""Pinch and coil clay into a simple vessel, then fire it in an open fire."")","((ItemDefinitionId=""Clay01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Sand01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""CrudePottery01"",Quantity=1,Chance=1.000000))","120.000000","Campfire","Pottery","0","","40.000000","None","Equipment","","True","HandBuilding","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeCookingPot","MakeCookingPot","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeCookingPot_DisplayName"", ""Make Cooking Pot"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeCookingPot_Description"", ""Create a thick-walled ceramic vessel designed to withstand direct flame."")","((ItemDefinitionId=""Clay01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Sand01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""CookingPot01"",Quantity=1,Chance=1.000000))","150.000000","Campfire","Pottery","5","","55.000000","None","Equipment","","True","PotMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeStorageJar","MakeStorageJar","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeStorageJar_DisplayName"", ""Make Storage Jar"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeStorageJar_Description"", ""Build a large ceramic container for storing grain and other goods."")","((ItemDefinitionId=""Clay01"",Quantity=5,bRequiresKnowledge=False),(ItemDefinitionId=""Sand01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""StorageJar01"",Quantity=1,Chance=1.000000))","180.000000","Campfire","Pottery","8","","65.000000","None","Equipment","","True","StorageVessels","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeClayBowl","MakeClayBowl","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeClayBowl_DisplayName"", ""Make Clay Bowl"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeClayBowl_Description"", ""Form a shallow ceramic vessel for serving and eating."")","((ItemDefinitionId=""Clay01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Sand01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""ClayBowl01"",Quantity=2,Chance=1.000000))","60.000000","Campfire","Pottery","2","","25.000000","None","Equipment","","True","HandBuilding","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeGrindingStone","MakeGrindingStone","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeGrindingStone_DisplayName"", ""Make Grinding Stone"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeGrindingStone_Description"", ""Shape a flat stone for grinding grain into flour."")","((ItemDefinitionId=""Sandstone01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""GrindingStone01"",Quantity=1,Chance=1.000000))","90.000000","None","Stoneworking","5","","40.000000","None","Tools","","True","GrainGrinding","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeSickle","MakeSickle","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSickle_DisplayName"", ""Make Stone Sickle"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSickle_Description"", ""Set sharp flint bladelets into a curved wooden handle for harvesting grain."")","((ItemDefinitionId=""Branch01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Microlith01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""Resin01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""StoneSickle01"",Quantity=1,Chance=1.000000))","60.000000","None","Stoneworking","8","","45.000000","None","Tools","","True","SickleMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeHoe","MakeHoe","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeHoe_DisplayName"", ""Make Stone Hoe"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeHoe_Description"", ""Attach a flat stone blade to a wooden handle for tilling soil."")","((ItemDefinitionId=""Branch01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""FlintFlake01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""StoneHoe01"",Quantity=1,Chance=1.000000))","45.000000","None","Farming","3","","30.000000","None","Tools","","True","HoeFarming","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeSpindle","MakeSpindle","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSpindle_DisplayName"", ""Make Drop Spindle"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSpindle_Description"", ""Create a weighted spindle for spinning fiber into thread."")","((ItemDefinitionId=""Branch01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Clay01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""DropSpindle01"",Quantity=1,Chance=1.000000))","40.000000","None","Weaving","8","","30.000000","None","Tools","","True","ThreadSpinning","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
